Name,Symbol,ISIN,WKN,Exchange,UsSymbol
MILLICOM INTL CELL. SDRS,M4M,SE0001174970,A0B987,XFRA,
MILLROCK RES INC. NEW,6LMN,CA6011322022,A12D6T,XFRA,
"MIMECAST LTD. DL-,012",53M,GB00BYT5JK65,A143T9,XFRA,
MIN XIN HLDGS LTD,MXD,HK0222001130,884426,XFRA,
MINAEAN SP CONSTRUCTION,NJAN,CA60250V1022,A14ZP7,XFRA,
MINAURUM GOLD INC.,78M,CA60252Q1019,A1CTEA,XFRA,
MINCO CAPITAL CORP.,MI5,CA6025321036,A2PE0E,XFRA,
Minco Silver Corp.,XYD,CA60254C1005,A0ESX5,XFRA,
Mincor Resources NL,MV3,AU000000MCR8,256332,XFRA,
MIND C.T.I. LTD,MC2,IL0010851827,541933,XFRA,
MIND CURE HEALTH INC.,6MH,CA60254M1086,A2QBVB,XFRA,
MIND MEDICINE (MINDMED),MMQ,CA60255C1095,A2P09G,XFRA,
"MIND TECHNOL. INC. DL-,01",MI7,US6025661017,A2QAZ3,XFRA,MIND
MINDMANCER AB,69M,SE0005365681,A1W745,XFRA,
MINDS + MACHINES GRP,3H7,VGG614091012,A110NW,XFRA,
MINDSET PHARMA INC.,9DF,CA60268M1023,A2QK93,XFRA,
Minebea Co. Ltd.,MEA,JP3906000009,851838,XFRA,
MINERA ALAMOS INC,PYCP,CA60283L1058,A114CE,XFRA,
MINERA IRL LTD,DZX,JE00B1HNYF12,A0MP6A,XFRA,
MINERAL COMM,58M,AU000000MRC8,864504,XFRA,
MINERAL HILL INDUSTR.NEW,MLN,CA60283T2074,A1JKJN,XFRA,
MINERAL MOUNTAIN RES. NEW,M8M,CA6028965086,A2AGY2,XFRA,
Mineral Resources Ltd.,F5J,AU000000MIN4,A0J36A,XFRA,
MINERALBR.UEBERK.-VZ-,MUT3,DE0006614035,661403,XFRA,
MINERALBR.UEBERKINGEN ST,MUT,DE0006614001,661400,XFRA,
MINERALS TECHS.,MNK,US6031581068,885032,XFRA,MTX
"MINERVA NEUROSC. DL-,0001",4MN,US6033801068,A1171S,XFRA,NERV
MINESTO AB,7MN,SE0007578141,A143TN,XFRA,
MINEWORX TECHS LTD,YRS0,CA6034652041,A3CMKV,XFRA,
"MING FAI INTL HLDG.HD-,01",36Y,KYG6141X1079,A0M6SD,XFRA,
Ming Le Sports AG,ML2,DE000A2LQ728,A2LQ72,XFRA,
MINGFA GROUP INTL.,8MG,KYG614131038,A0YDA1,XFRA,
MINISO GRP HLD.ADS/4 CL.A,MIF,US66981J1025,A2QE9X,XFRA,MNSO
"MINMETALS LAND LTD HD-,10",ONF,BMG6144P1014,A0MV9R,XFRA,
MINNOVA CORP.,2J1A,CA6042501008,A1167H,XFRA,
"MINOAN GROUP PLC LS -,01",61T,GB0008497975,A0KEXA,XFRA,
MINTH GROUP,M3I,KYG6145U1094,A0HNNB,XFRA,
MIPS AB O.N.,7M1,SE0009216278,A2DNT6,XFRA,
MIRAI CORP.,837,JP3048370005,A2DQB7,XFRA,
MIRAIT HOLDINGS CORP.,5FO,JP3910620008,A1C4NT,XFRA,
Miralsol Resources Ltd.,M8R,CA6046801081,A0F4Z5,XFRA,
MIRATI THERAPEUTICS DL-01,26M,US60468T1051,A1W1XV,XFRA,MRTX
"MIRBUD S.A. ZY-,10",9SX,PLMRBUD00015,A0REM5,XFRA,
"MIRRIAD ADVERT. LS-,00001",8WQ,GB00BF52QY14,A2JAFN,XFRA,
"MIRUM PHARMAC. DL-,0001",08D,US6047491013,A2PM29,XFRA,MIRM
Mirvac Group,MJB,AU000000MGR9,924371,XFRA,
MISEN ENERGY AB SK 2,SI8,SE0001486952,A0MSYK,XFRA,
"MISONIX INC. DL-,01",MX9,US6048711039,904364,XFRA,MSON
"MISSION GROUP PLC LS -,10",M7K,GB00B11FD453,A0JL3L,XFRA,
"MISSION PRODUCE DL-,001",5YM,US60510V1089,A2QCW7,XFRA,AVO
MISSION READY SOLUTIONS,2R4,CA60511F1027,A2JNEC,XFRA,
"MISTRAS GROUP INC. DL-,01",MIY,US60649T1079,A0Q9U5,XFRA,MG
MISUMI GROUP INC.,MS3,JP3885400006,889447,XFRA,
MIT.UFJ LEASE+FIN.CO.LTD.,5B4,JP3499800005,872699,XFRA,
Mitchells & Butlers plc,MABB,GB00B1FP6H53,A0LB7F,XFRA,
Mitek Systems Inc.,MKQ,US6067102003,883036,XFRA,MITK
MITHRA PHARMACEUTIC.AIW,1TM,BE0974283153,A14V4E,XFRA,
MITIE GRP,MZ4,GB0004657408,864585,XFRA,
MITO SECURITIES,896,JP3905400002,935174,XFRA,
MITRA ADIPERKASA,QGI,ID1000099807,A0D83K,XFRA,
Mitsubishi Chemical Holdings C,M3C,JP3897700005,A0F6CH,XFRA,
MITSUBISHI CORP.,MBI,JP3898400001,857124,XFRA,
Mitsubishi Electric Corp.,MIE1,JP3902400005,856532,XFRA,
Mitsubishi Estate Co. Ltd.,MES,JP3899600005,853684,XFRA,
Mitsubishi Gas Chemical Co. In,MUG,JP3896800004,862289,XFRA,
MITSUBISHI HEAVY,MIH,JP3900000005,853314,XFRA,
MITSUBISHI KAKOKI,893,JP3896000001,858674,XFRA,
Mitsubishi Logistics Corp.,MIB,JP3902000003,869425,XFRA,
Mitsubishi Materials Corp.,MUJ,JP3903000002,857634,XFRA,
Mitsubishi Motors Corp.,MMO,JP3899800001,876551,XFRA,
MITSUBISHI PAPER MILLS,MPX,JP3901200000,859183,XFRA,
MITSUBISHI UFJ ADR 1,MFZA,US6068221042,A0HF5M,XFRA,MUFG
MITSUBISHI UFJ FINL GRP,MFZ,JP3902900004,657892,XFRA,
Mitsui & Co. Ltd.,MTS1,JP3893600001,853656,XFRA,
Mitsui Chemicals Inc.,MSI,JP3888300005,858586,XFRA,
MITSUI ENG. SHIPB.,MU1,JP3891600003,858575,XFRA,
Mitsui Fudosan Co. Ltd.,MFU,JP3893200000,858019,XFRA,
MITSUI FUDOSAN LOG.PARK,85L,JP3048300002,A2AP0Z,XFRA,
Mitsui Mining & Smelting Co. L,MMG,JP3888400003,860971,XFRA,
MITSUI OSK LINES,MILA,JP3362700001,862503,XFRA,
MIX TELEMATICS SP.ADR 25,3PQA,US60688N1028,A1W322,XFRA,MIXT
MIXI INC.,MXN,JP3882750007,A0KFKM,XFRA,
MIZUHO FINL GROUP,MZ8,JP3885780001,200455,XFRA,
MIZUHO FINL GROUP ADR/2,MZ8A,US60687Y1091,A0LEKK,XFRA,MFG
MIZUNO,MIZ,JP3905200006,857090,XFRA,
MJ HUDSON GROUP PLC,MJR,JE00BJTLYP93,A2PWPX,XFRA,
MK RESTAUR.GRP -FGN- BA 1,3MK,TH4577010010,A1W4MF,XFRA,
MKANGO RESOURCES LTD.,ZMK,CA60686A4090,A2AL6Z,XFRA,
MKS INSTRUMENTS,MKT,US55306N1046,920343,XFRA,MKSI
ML SYSTEM SA ZY1,6UX,PLMLSTM00015,A2JP5U,XFRA,
MLP SE,MLP,DE0006569908,656990,XETR,
MM2 ASIA LTD,1MMA,SG1DC0000006,A2AS8Y,XFRA,
MMA CAPITAL HOLDINGS INC.,M58,US55315D1054,A12CWL,XFRA,MMAC
MMC Norilsk Nickel PAO Spon. ADRs,NNIC,US55315J1025,A140M9,XETR,NILSY
MMG LTD. CONS.,OMS1,HK1208013172,A0BLUG,XFRA,
MMJ PHYTOTECH LTD,2P9,AU000000MMJ4,A14XKY,XFRA,
MMP RESOURCES LTD.,4QX,SG1W93940508,A0Q342,XFRA,
MOBERG PHARMA AB,MB8A,SE0013121340,A2PUSM,XFRA,
"MOBI DEV.CO.VTG DL-,00001",M7B,KYG618391091,A0YF4Q,XFRA,
MOBI724 GLOBAL SOL.,F4C,CA60705U1057,A14PCZ,XFRA,
MOBILE FACTORY INC,2MF,JP3922980002,A14SR3,XFRA,
Mobile Telesystems PJSC,MKY,US6074091090,501757,XFRA,MBT
MOBILEZONE N,TGE1,CH0276837694,A14R33,XFRA,
"MOBILITYONE LTD LS -,025",31M,JE00B1Z48326,A0MWXE,XFRA,
MOBIMO HLDG,M1H,CH0011108872,930290,XFRA,
MOBIO TECHS INC.,MV8Q,CA60743K4081,A2JLRE,XFRA,
Mobistar SA,MOS,BE0003735496,916424,XFRA,
MOBOTIX AG,MBQ,DE0005218309,521830,XETR,
MOCHIDA PHARM.,MFY,JP3922800002,859288,XFRA,
"MODE GLOBAL HLDGS LS-,01",MOC,GB00BKX8NT01,A2QEG7,XFRA,
"MODEL N INC. DL-,00005",2MD,US6075251024,A1T68U,XFRA,MODN
Modern Beauty Salon Hldgs Ltd.,M3L,KYG618101003,A0JC7N,XFRA,
MODERN DENTAL GROUP DL-01,1MD,KYG618201092,A2AB5H,XFRA,
MODERN LAND (CHINA) DL-01,7PJ,KYG618221058,A1W2KU,XFRA,
MODERN PLANT BASED FOODS,L3O,CA6076771014,A2QQE9,XFRA,
Modern Times Group MTG AB,MRT,SE0000412371,909225,XFRA,
"MODERNA INC. DL-,0001",0QF,US60770K1079,A2N9D9,XETR,MRNA
"MODINE MFG DL -,625",MMF,US6078281002,869795,XFRA,MOD
"MODIVCARE INC. DL-,001",PRF0,US60783X1046,A2QL23,XFRA,MODV
"MOELIS+CO. A DL-,01",17M,US60786M1053,A1XDZ8,XFRA,MC
MOGO INC.,SGCC,CA60800C1095,A2PMYR,XFRA,
Mohawk Industries Inc.,MWK,US6081901042,885067,XFRA,MHK
MOJAVE JANE BRANDS,0HCN,CA60841W1068,A2PMWN,XFRA,
MOL NA A ADR REG.S UF1000,MOGG,US6084642023,898178,XFRA,MGYOY
MOL NA A GDR 144A UF 1000,MOG,US6084641033,898282,XFRA,
MOL NYRT. NA A UF 125,MOGB,HU0000153937,A2DW9C,XFRA,
MOLECULAR PARTNERS SF 1,6ML,CH0256379097,A12DEH,XFRA,
"MOLECULAR TEMPLAT.DL-,001",NZW2,US6085501095,A2DVLK,XFRA,MTEM
MOLECULE HOLDINGS,ERV2,CA60855E1097,A2QES2,XFRA,
"MOLECULIN BIOTECH DL-,001",MOLA,US60855D2009,A2QQM0,XFRA,MBRX
"MOLINA HEALTHCARE DL-,001",MHG,US60855R1005,157781,XFRA,MOH
Molopo Energy Ltd.,MO1,AU000000MPO7,873553,XFRA,
MOLSON COORS BEVERAGE A,NY70,US60871R1005,A0DQWU,XFRA,
Molson Coors Brewing Co.,NY7,US60871R2094,A0DPTB,XETR,TAP
MOLSON COORS CDA EXCH.B,65K,CA6087112067,A0DQWW,XFRA,
"MOMENT GROUP SK -,50",2E1,SE0000680902,A0X926,XFRA,
MOMENTUM GROUP B,1MH,SE0009922305,A2DSQA,XFRA,
Momo Inc. R.Shs Cl.A(un.ADRs),1MOA,US60879B1070,A12E40,XFRA,MOMO
Monadelphous Group Ltd.,8MP,AU000000MND5,577745,XFRA,
"MONAKER GROUP DL-,00001",6NIQ,US6090112003,A2JD2H,XFRA,MKGI
MONARCA MINLS,OSI2,CA60916Q1090,A2DYWF,XFRA,
"MONARCH CASINO+RES.DL-,01",MOI,US6090271072,890467,XFRA,MCRI
MONASH IVF GROUP LTD,MIS,AU000000MVF3,A116LZ,XFRA,
Moncler S.r.l.,MOV,IT0004965148,A1W66W,XFRA,
"MONDADORI ED. EO 0,26",MDD,IT0001469383,874533,XFRA,
Mondelez International Inc.,KTF,US6092071058,A1J4U0,XETR,KTF
MONDI,KYC,GB00B1CRLC47,A0MQ8X,XFRA,
"MONDI PLC UNS.ADR2 LS-,20",KYCA,US60921V1017,A2JBY0,XFRA,MONDY
"MONDO TV SPA EO -,50",MJE,IT0001447785,615213,XFRA,
MONETA MONEY BANK KC 20,MM0,CZ0008040318,A2AHZ4,XFRA,
MONETA PORCUPINE MNS,MOP,CA6092861096,895461,XFRA,
MONEX GROUP,NNL,JP3869970008,A0B7CU,XFRA,
MONEY FORWARD INC.,47D,JP3869960009,A2DXY2,XFRA,
"MONEYGRAM INTL NEW DL-,01",9M1N,US60935Y2081,A1JNTV,XFRA,MGI
"MONEYSUPERMARKET LS-,02",39M,GB00B1ZBKY84,A0MW73,XFRA,
MONGODB INC. CL.A,526,US60937P1066,A2DYB1,XFRA,MDB
"MONGOLIA ENERG. HD-,02",NWW,BMG6260K1595,A2P1FZ,XFRA,
MONGOLIAN MINING CRP.REGS,29X2,KYG6264V1361,A2PQ1U,XFRA,
MONMOUTH REAL ES. A DL-01,MR6A,US6097201072,924180,XFRA,MNR
"MONOLITHIC POWER DL-,001",NQG,US6098391054,A0DLC4,XFRA,MPWR
"MONOPAR THERAP. -,001",1IY,US61023L1089,A2PQNF,XFRA,MNPR
"MONRIF S.P.A. EO 0,19",MO9,IT0000066016,874684,XFRA,
"MONRO MUFFLER DL-,01",MR2,US6102361010,882462,XFRA,MNRO
"MONROE CAP.CORP. DL -,001",6JT,US6103351010,A1WZD8,XFRA,MRCC
Monster Beverage Corp. (NEW),MOB,US61174X1090,A14U5Z,XFRA,MNST
"MONTAG.NEIGE DEVEL.EO-,93",2MN,FR0011584549,A1W62L,XFRA,
Montea,M8E,BE0003853703,A0LCLA,XFRA,
MONTEGO RESOURCES INC.,4MO1,CA61238K2002,A2DLLH,XFRA,
MONTEREY MINERALS INC.,2DK,CA6125091091,A2JHMY,XFRA,
Monument Mining Ltd.,D7Q1,CA61531Y1051,A0MSJR,XFRA,
Moody's Corp.,DUT,US6153691059,915246,XFRA,MCO
MOOG 'A',MO7A,US6153942023,865511,XFRA,
MOOG INC. CL. B DL 1,MO7R,US6153943013,855344,XFRA,
"MOONPIG GROUP PLC LS -,10",769,GB00BMT9K014,A2QNEN,XFRA,
MOOVLY MEDIA INC.,0PV2,CA61634Q1081,A2APQT,XFRA,
MORGAN ADVANCED MAT.LS-25,MGJ,GB0006027295,857412,XFRA,
"MORGAN SINDALL GRP LS-,05",0KN,GB0008085614,936287,XFRA,
Morgan Stanley,DWD,US6174464486,885836,XETR,MS
MORGUARD CORP.,74S,CA6175771014,855286,XFRA,
MORI SEIKI,0MO,JP3924800000,867191,XFRA,
MORIEN RES CORP.,35BN,CA61763R2081,A14U5U,XFRA,
MORINAGA MILK INDUSTRY,MO8,JP3926800008,857223,XFRA,
MORNEAU SHEPELL,6M8,CA61767W1041,A1H5EA,XFRA,
Morningstar Inc.,MRS,US6177001095,A0EADM,XFRA,MORN
MORNINGSTAR JAPAN,MJP,JP3922100007,615335,XFRA,
"MORPHIC HOLDING IDL-,0001",31Y,US61775R1059,A2PLX9,XFRA,MORF
MorphoSys AG,MOR,DE0006632003,663200,XETR,
MORPHOSYS AG SP.ADR(TEMP),MOR2,US6177602025,A2JJ5S,XFRA,MOR
"Morrison Supermarkets PLC, Wm.",MZP,GB0006043169,880225,XFRA,
"MORSES CLUB PLC LS -,01",792,GB00BZ6C4F71,A2AJPX,XFRA,
Mosaic Co. (New),02M,US61945C1036,A1JFWK,XETR,MOS
MOSENERGO ADR/50 RL 1,MRO,US0373763087,899416,XFRA,MRO
MOSHI MOSHI HOTLINE,MMK,JP3922200005,916477,XFRA,
"MOSYS INC. DL-,01",MHIP,US6197183071,A2PQ4E,XFRA,MOSY
MOTA-ENGIL INH. EO 1,M09,PTMEN0AE0005,896770,XFRA,
"MOTHERCARE PLC LS-,50",MTR,GB0009067447,501824,XFRA,
"MOTIF BIO PLC LS -,0001",7MB,GB00BVVT4H71,A14Q8Q,XFRA,
MOTOR OIL (HELLAS),MHZ,GRS426003000,794038,XFRA,
MOTORCAR PARTS OF AMERICA,54M,US6200711009,910686,XFRA,MPAA
Motorola Solutions Inc.,MTLA,US6200763075,A0YHMA,XETR,MSI
"MOTORPOINT GRP WI LS-,01",1X4,GB00BD0SFR60,A2AJ6G,XFRA,
"MOTUS GI HLG.INC DL-,0001",7M4,US62014P1084,A2JD35,XFRA,MOTS
Mount Gibson Iron Ltd.,FWQ,AU000000MGX7,896269,XFRA,
MOUNT LOGAN CAP. INC.,P31Q,CA6218862093,A2PWE6,XFRA,
Mountain Alliance AG,ECF,DE000A12UK08,A12UK0,XETR,
MOUNTAIN BOY MINERALS,M9UA,CA6238582069,A2N88H,XFRA,
MOUNTAIN CHINA RES.(HLDG),SZ4A,CA6238912076,A1C70L,XFRA,
Mountain Prov. Diamonds Inc.,MPG,CA62426E4022,910555,XFRA,
MOUNTAIN VALLEY MD HLDGS,20MP,CA62430M1014,A2P082,XFRA,
"MOVADO GRP INC. DL-,01",MV4,US6245801062,887998,XFRA,MOV
Mowi ASA,PND,NO0003054108,924848,XFRA,
MOWI ASA SP.ADR,PNDA,US6246781081,A2PBD2,XFRA,MHGVY
"MOXIAN INC. DL-,001",4QL,US6246973068,A2P21S,XFRA,MOXC
MP3 FASTIGHETER AB (PUBL),N33,SE0006342333,A14MJ9,XFRA,
MPC CONTAINER SHIPS NK 1,MP2,NO0010791353,A2DS30,XFRA,
MPC Münchmeyer Petersen Capital AG,MPCK,DE000A1TNWJ4,A1TNWJ,XETR,
MPH HEALTH CARE INH O.N,93M1,DE000A289V03,A289V0,XETR,
MPX INTERNATIONAL CORP.,2J6,CA55344L1022,A2PD06,XFRA,
"MR. BRICOLAGE INH. EO 3,2",4OL,FR0004034320,930081,XFRA,
"MR. PRICE GROUP RC -,025",M5M1,ZAE000200457,A141J4,XFRA,
"MR.COOPER GROUP DL-,01",07WA,US62482R1077,A2N7G5,XFRA,COOP
MRC Global Inc.,37M,US55345K1034,A1JV8K,XFRA,MRC
MS Industrie AG,MSAG,DE0005855183,585518,XETR,
MS&AD Insurance Group Holdings,59M,JP3890310000,A0NFRH,XFRA,
MSA SAFETY INC.,M07,US5534981064,A1XFCC,XFRA,MSA
MSC INDL.DIRECT 'A',98M,US5535301064,898493,XFRA,MSM
MSCI Inc. Shares A,3HM,US55354G1004,A0M63R,XETR,MSCI
MSG Networks Inc. Shares A,1M4,US5535731062,A1409W,XFRA,MSGN
MSM CORPORATION INTL,23Y,AU000000MSM5,A2ACR2,XFRA,
"MTBC INC. DL-,001",MTB,US55378G1022,A2PEFQ,XFRA,MTBC
MTI LTD.,MBO,JP3167480007,928047,XFRA,
"MTI WIRELESS EDGE IS -,01",M7O,IL0010958762,A0JEQ2,XFRA,
"MTN GROUP ADR/1 RC-,0001",LL6A,US62474M1080,813148,XFRA,MTNOY
MTN Group Ltd,LL6,ZAE000042164,897024,XFRA,
MTR Corp. Ltd.,MRI,HK0066009694,579779,XFRA,
"MTS SYST. DL -,25",MT7,US5537771033,861375,XFRA,MTSC
MTU A.E.HDG UNSP.ADR 1/2,MTX1,US62473G1022,A0YF6H,XFRA,MTUAY
MTU Aero Engines AG,MTX,DE000A0D9PT0,A0D9PT,XETR,
MTU AERO ENGINES NA NEUE,MTXN,DE000A3H23M6,A3H23M,XETR,
MTY FOOD GROUP INC.,9MF,CA55378N1078,120504,XFRA,
MUEHL PROD.+SERV. INH O.N,MPSC,DE000A254203,A25420,XFRA,
Muehlhan AG,M4N,DE000A0KD0F7,A0KD0F,XETR,
MUELLER INDS.,MUD,US6247561029,887240,XFRA,MLI
Mueller Water Products Inc. Shares Series A,JT5,US6247581084,A0J2LX,XFRA,MWA
MUENCH.RUECK.UNS.ADR 1/10,MUVB,US6261881063,A0YF6G,XFRA,MURGY
Mühlbauer Holding AG,MUB,DE0006627201,662720,XETR,
Mulberry Group PLC,MUY,GB0006094303,900941,XFRA,
MULLEN GROUP,9MU,CA6252841045,A0X8HE,XFRA,
Müller - Die lila Logistik AG,MLL,DE0006214687,621468,XETR,
MULTI INDOCITRA RP 100,QF9,ID1000102809,A0KEVS,XFRA,
MULTI-CHEM LTD,MQR1,SG1BA2000002,A14TDG,XFRA,
"MULTICHOICE GR.ADR RC-,02",30R0,US62548D1000,A2PD9Y,XFRA,MCHOY
"MULTICHOICE GRP RC-,02",30R,ZAE000265971,A2PD0F,XFRA,
"MULTICONSULT AS NK -,50",3MC,NO0010734338,A14TPZ,XFRA,
MULTIPOLAR RP 2000,MLQ2,ID1000115207,A1CUVY,XFRA,
MULTIQ INTERNATIONAL SK 1,5LF,SE0000353898,570292,XFRA,
MULTISTRADA ARAH SA.RP140,QGH,ID1000101207,A0KEVR,XFRA,
Münchener Rück AG,MUV2,DE0008430026,843002,XETR,
MUNDORO CAPITAL INC.,NGU,CA6261351077,A0MXMV,XFRA,
"MUNIC SA EO -,04",MNS,FR0013462231,A2P2M9,XFRA,
MUNTERS GROUP AB B,1MS,SE0009806607,A2DRVZ,XFRA,
MURATA MFG,MUR1,JP3914400001,853657,XFRA,
MURCHISON MINERALS,3TFQ,CA6264262099,A2AP1E,XFRA,
Murphy Oil Corp.,MUQ,US6267171022,856127,XFRA,MUR
"MURPHY USA INC. DL-,01",1MU,US6267551025,A1W33K,XFRA,MUSA
Murray and Roberts Hldgs Ltd.,LDYA,ZAE000073441,A0HM1M,XFRA,
MUSASHI SEIMITSU IND.,67X,JP3912700006,917549,XFRA,
"MUSCLE MAKER DL-,0001",0XJ,US6273331073,A2PWWD,XFRA,GRIL
MUSGRAVE MINERALS LTD,6MU,AU000000MGV1,A1H754,XFRA,
MUSK METALS CORP.,1I30,CA62757L1085,A2QQBQ,XFRA,
"MUSTANG BIO INC DL-,0001",2W6,US62818Q1040,A2DWVA,XFRA,MBIO
MUSTGROW BIOLOGICS CORP.,0C0,CA62822A1030,A2PNS7,XFRA,
MUSTI GROUP OYJ,49U,FI4000410758,A2PZ0G,XFRA,
Mutares SE & Co. KGaA,MUX,DE000A2NB650,A2NB65,XETR,
MVB FINANCIAL CORP. DL 1,MV6,US5538101024,A2JGNC,XFRA,MVBF
mVISE AG,C1V,DE0006204589,620458,XETR,
MVV Energie AG,MVV1,DE000A0H52F5,A0H52F,XETR,
mwb fairtrade Wertpapierhandelsbank AG,MWB,DE0006656101,665610,XETR,
"MY SIZE INC DL-,001",2YJ1,US62844N2080,A2PVRR,XFRA,MYSZ
MyBucks S.A.,MBC,LU1404975507,A2AJLT,XETR,
MYCONIC CAPITAL CORP.,MY0,CA62848M1077,A2QBS0,XFRA,
MYCRONIC AB SK 1,MLT,SE0000375115,935409,XFRA,
MYDECINE INNOVAT.GRP,0NFA,CA62848R1064,A2P6ED,XFRA,
Myer Holdings Ltd.,30M,AU000000MYR2,A0YCZZ,XFRA,
MYERS IND. INC.,MJF,US6284641098,867141,XFRA,MYE
MYFC HOLDING AB AK,P0H,SE0005505898,A1W8LN,XFRA,
MyHammer AG,MYRK,DE000A11QWW6,A11QWW,XETR,
"MYHEALTHCHECKED LS -,001",0I1,GB00BYZ2R301,A2ANL1,XFRA,
MYM NUTRACEUTICALS INC.,0MY,CA55406A1012,A2AFCN,XFRA,
Mynaric AG,M0Y,DE000A0JCY11,A0JCY1,XETR,
"MYOVANT SCIENC. DL-,00001",71M,BMG637AM1024,A2DFYA,XFRA,
MyPhotoAlbum ,FCT,US34969P1021,919383,XFRA,FCT
MYR GROUP INC. (DEL.),MYP,US55405W1045,A0Q9UM,XFRA,MYRG
Myriad Genetics Inc.,MYD,US62855J1043,897518,XETR,MYGN
MYSALE GROUP PLC,2MY,JE00BMH4MR96,A116HF,XFRA,
"MYTILINEOS SA NAM.EO 0,97",MYH,GRS393503008,934398,XFRA,
"N4 PHARMA PLC -,004",0GO,GB00BYW8QM32,A2DQES,XFRA,
Nabaltec AG,NTG,DE000A0KPPR7,A0KPPR,XETR,
NABIS HOLDINGS INC. NEW,A2P0,CA6295233093,A2QNKU,XFRA,
"NABORS INDUSTRIES DL-,001",NBI1,BMG6359F1370,A2P3LV,XFRA,
"NABRIVA THERAPEUT. DL-,01",NTY0,IE00BL53QQ85,A2QKWR,XFRA,
Nabtesco Corp.,3N8,JP3651210001,251734,XFRA,
NACON SA EO1,4AW,FR0013482791,A2P0XB,XFRA,
NAGACORP,N9J,KYG6382M1096,A0LB2X,XFRA,
NAGAMBIE RESOURCES LTD.,P6C,AU000000NAG3,A0RDH2,XFRA,
Nagarro SE,NA9,DE000A3H2200,A3H220,XETR,
NAGOYA RAILROAD,59V,JP3649800004,860458,XFRA,
NAKED BRAND GROUP LTD,0SQA,AU0000069130,A2PXGY,XFRA,
"NAKED WINES PLC LS -,075",MWJ,GB00B021F836,A0B7SL,XFRA,
NAM TAI PROPERTY INC.,NT1,VGG639071023,A112DK,XFRA,
NAMASTE TECHN.INC.,M5BQ,CA62987D1087,A2AEEG,XFRA,
Namco Bandai Holdings Inc.,N9B,JP3778630008,A0F6LZ,XFRA,
NAMESILO TECHS,3NEN,CA62987T1030,A2PASF,XFRA,
"NAMESON HLDNGS LTD HD-,01",38N,KYG6362E1017,A2AGYL,XFRA,
NAMIBIA CRITICAL METALS,7NR,CA62988F1027,A2JM5Q,XFRA,
NAMURA SHIPBLDG LTD,8AF,JP3651400008,879098,XFRA,
"NAN HAI CORP.LTD. HD-,01",SO7,BMG6389N1002,A0ETPC,XFRA,
NAN NAN RES ENTERPR.HD-10,AR9,BMG6390D1092,A1JMG5,XFRA,
NANALYSIS SCIENTI,1N1,CA63000Y1034,A2PNDW,XFRA,
NANEXA AB,40M,SE0007074166,A2JA78,XFRA,
NANJING PANDA ELEC. H YC1,NNJ,CNE1000003T4,A0M4YN,XFRA,
NANO ONE MATERIALS,LBMB,CA63010A1030,A14QDY,XFRA,
"NANOBIOTIX INH. EO-,03",5NR,FR0011341205,A1J7EB,XFRA,
NANOBIOTIX S.A. SP.ADR,5NRA,US63009J1079,A2QKZM,XFRA,NBTX
NANOCARRIER CO. LTD,3NQ,JP3651120002,A0NCX4,XFRA,
Nanoco Group PLC,GXG,GB00B01JLR99,A0EASE,XFRA,
NANODIMENSION ADR 50 DL1,2N5B,US63008G2030,A2PTUS,XFRA,NNDM
NANOFORM FINLAND OYJ,4YL,FI4000330972,A2P5N7,XFRA,
Nanogate SE,N7G,DE000A0JKHC9,A0JKHC,XETR,
NanoRepro AG,NN6,DE0006577109,657710,XETR,
NANOSONICS LTD,OQS,AU000000NAN9,A0MQVE,XFRA,
NANOSPHERE HEA.SCIENCES,2CG2,CA63010P1009,A2H87T,XFRA,
"NANOSTR.TECHNOL. DL-,0001",0F1,US63009R1095,A1W1X2,XFRA,NSTG
NANOTECH SECURITY CORP.,9NS,CA63009M1005,A1CW2J,XFRA,
"NANOXPLORE, INC. O.N.",N13,CA63010G1000,A2H5GV,XFRA,
"NANTHEALTH INC. DL-,0001",NEL,US6301041074,A2ALP8,XFRA,NH
NAPATECH A/S NAM. DK 1,NAT,DK0060520450,A1W980,XFRA,
"NAPCO SEC.TECH.INC.DL-,01",NS1,US6304021057,877793,XFRA,NSSC
"NAPSTER GROUP PLC LS-,01",29E,GB00BD2YHN21,A2AH41,XFRA,
Nasdaq Inc.,NAQ,US6311031081,813516,XETR,NDAQ
Naspers Ltd,NNW,ZAE000015889,906614,XFRA,
NASPERS N ADR/ 1/5 NEW,NNWN,US6315122092,A2DV3H,XFRA,NPSNY
NASS VALLEY GATEWAY NEW,3NVN,CA6315202029,A1JVHM,XFRA,
NAT. WSTN. LIFE GROUP A,5NW,US6385171029,A141F6,XFRA,NWLI
NAT.B.GR. UNSP.ADS/4 ORD,NAGG,US6336438873,A2QGYL,XFRA,
NAT.GRO.BY VIT.COT.DL-001,N2V,US63888U1088,A1J0X2,XFRA,NGVC
NAT.STORAGE AFFIL.TR.SBI,4GC,US6378701063,A14VRL,XFRA,NSA
"NATERA INC. DL-,0001",45E,US6323071042,A14VPJ,XFRA,NTRA
"NATHAN'S FAMOUS DL-,01",NFA,US6323471002,887530,XFRA,NATH
National Australia Bank Ltd.,NAL,AU000000NAB4,853802,XFRA,
National Bank of Canada,NBC,CA6330671034,865227,XFRA,
NATIONAL BK HLDGS A DL-01,NB9,US6337071046,A1J4XM,XFRA,NBHC
NATIONAL EXPRESS GRP,3NA,GB0006215205,888871,XFRA,
